core diameter	qext	qext	qext	qext	qext	qext	qext	qext	qext	qext	qext	qext
nm	1/nm	1/nm	1/nm	1/nm	1/nm	1/nm	1/nm	1/nm	1/nm	1/nm	1/nm	1/nm
	0	2	5	7	10	20	30	60	120	180	240	300
-0.799081145775235	-0.00254919798351272	-1.94699639678842E-4	3.86786734510855E-4	-2.43349969324042E-4	8.64967561875391E-4	6.18111703639786E-4	0.00109381411473733	0.00104538380395381	8.23866113415175E-4	9.9764876652568E-4	8.91959397397802E-4	9.77022165562989E-4
-0.797236184052415	-0.00233146418261768	-1.82454379321682E-4	4.2326004500201E-4	-2.30174551385545E-4	8.91172544374669E-4	6.1270547882661E-4	0.00107013454189539	0.0010687462838954	8.55487666741032E-4	0.001004506793066	8.90326692220926E-4	9.62276040823919E-4
-0.795393713758596	-0.00203789051848953	-1.70209118964523E-4	4.55704327008677E-4	-2.0382371550855E-4	9.09861369102837E-4	5.94684729449357E-4	0.00104918722745829	0.00109437527308506	9.06528265262851E-4	0.00101356456396831	8.78269792453229E-4	9.63250991219891E-4
-0.793548198259929	-0.0017626652083694	-1.57963858607363E-4	4.7775795660798E-4	-1.90648297570053E-4	9.17783805672386E-4	5.69655910869838E-4	0.001037165290477	0.00112244511838803	9.69640162149728E-4	0.00103038613850117	8.61565962566731E-4	9.81165704745868E-4
-0.791694091775755	-0.00155227074907756	-1.45718598250203E-4	4.79878497915606E-4	-1.77472879631556E-4	9.17377526873947E-4	5.3942109802578E-4	0.00103279367702926	0.00114894584190387	0.00103432657621466	0.00105561850030045	8.49383470093119E-4	0.00101212037981796
-0.789842493073598	-0.00139936779901082	-1.30289570200181E-4	4.53583785701052E-4	-1.63638690796134E-4	9.14736714684097E-4	5.06983749146724E-4	0.0010331579781499	0.0011681239970798	0.0010893034676816	0.00108745009518571	8.46997208680763E-4	0.0010485591508674
-0.787987838100808	-0.00130884925257131	-1.01268303153712E-4	4.04387227364145E-4	-1.6008132795274E-4	9.15549272280974E-4	4.8796184702629E-4	0.00103734744103732	0.00117823611526348	0.00112289316748002	0.00112419876570365	8.50639397152255E-4	0.00108341362752338
-0.786124553624691	-0.00133086727738092	-6.33079960465167E-5	3.520098570658E-4	-1.56787473468116E-4	9.2184659365677E-4	5.04981443660363E-4	0.00104390486120894	0.0011822460931639	0.00112892881666255	0.00116107683294876	8.52020916917304E-4	0.0011103466322121
-0.784263793364707	-0.00150211858145567	-1.67760066893088E-5	3.15536546574645E-4	-1.45851876579164E-4	9.32612981815388E-4	5.6384922495939E-4	0.00105319453978539	0.00118085131824202	0.00111213396676334	0.00119070868347202	8.47876357622157E-4	0.00112667705134462
-0.782399965749875	-0.00177734389157581	3.20825821357583E-5	3.04933840036518E-4	-1.19237532343399E-4	9.47035879159952E-4	6.44341905511121E-4	0.00106485217564604	0.00116986746573216	0.00108576080403099	0.0012063656874603	8.42852649385617E-4	0.00113532973610887
-0.780527469995886	-0.00206113176689968	7.39613725572462E-5	3.23806657674383E-4	-7.62856698638993E-5	9.66537261484996E-4	7.15023289179681E-4	0.00107159174637797	0.00114685367952104	0.00106188062683055	0.00120300137255373	8.46997208680763E-4	0.00113910766889326
-0.778657514973477	-0.00228253523859632	1.03227544810858E-4	3.70034458180615E-4	-2.55603108006851E-5	9.88882595399108E-4	7.52065940677368E-4	0.00106230206780152	0.00111180995960864	0.00104639787457971	0.00118359186347735	8.6759441245058E-4	0.00113801084969779
-0.776784481493646	-0.00242442917625826	1.21228077535883E-4	4.34286859801662E-4	2.13441770603648E-5	0.00100554002613508	7.51265018482824E-4	0.00103643668823571	0.00106770020270399	0.00103944375704332	0.0011603004525857	9.04518667989154E-4	0.00113581721130686
-0.774902741120735	-0.00249782259229029	1.30412022803753E-4	5.02992398168721E-4	5.29651801127588E-5	0.00100533688673586	7.26236199903305E-4	0.00100838550194602	0.00102725172996929	0.00103996859610267	0.00114684319295942	9.52871859765858E-4	0.00114142317608369
-0.77302355807642	-0.00255042120711325	1.31146738425182E-4	5.61731392389942E-4	6.1529201772781E-5	9.79538183035025E-4	6.974030008997E-4	9.94359908801183E-4	0.0010073761873324	0.00104626666481488	0.00115188966531927	0.00100675113060276	0.00115982536480765
-0.771141285453828	-0.00263727008275116	1.24044487418029E-4	5.92691295481272E-4	4.99348339869036E-5	9.35050654606018E-4	6.79382251522447E-4	9.99277973929894E-4	0.00101278094015471	0.00105623860694253	0.00117388710893917	0.00105950006708643	0.00118627089429838
-0.769250267066046	-0.00275592277200295	1.14003373925159E-4	5.7827161458942E-4	3.10939863348522E-5	8.99907538541095E-4	6.75778101646996E-4	0.00101767518052248	0.00103788688874867	0.00106686659789438	0.00120274257909938	0.0011047134412153	0.00121149773579415
-0.767361822685679	-0.00285170117992476	9.9186608892995E-5	5.19956728629724E-4	2.01583894458996E-5	9.0132951433563E-4	6.78781559876538E-4	0.00104335840952797	0.00107728928029196	0.00107145893966369	0.00122098751763117	0.0011418888821657	0.00122575638533523
-0.765470277587968	-0.00286980488921266	8.69413485358351E-5	4.49978865478089E-4	6.98297150740242E-6	9.37894606195087E-4	6.76779254390177E-4	0.00106157346556023	0.00112261946525326	0.00107145893966369	0.00123392719034875	0.00115444815275705	0.00123794326528487
-0.763569947734669	-0.00276326211360616	7.71451402501069E-5	4.00782307141182E-4	-6.58770896924784E-7	9.90913989391301E-4	6.55955277332018E-4	0.00109217475969443	0.00116463705977509	0.00105807554365026	0.00124285556452389	0.00114615903416676	0.00124208680446775
-0.761672208649666	-0.00250026903949136	6.96755314322394E-5	3.83393868418654E-4	-1.80503225757408E-5	0.00102727594185154	6.14507553764335E-4	0.00110528960003766	0.00119479906746088	0.00103340810786079	0.00123716210852815	0.001116770340983	0.00123623710209192
-0.759771357690123	-0.00211984649972531	7.80023084751083E-5	3.82969760157129E-4	-4.11073039681112E-5	0.00101975978408043	5.67052913737568E-4	0.0011096612134854	0.00120648030743168	0.00100126171547558	0.00122629278344538	0.00107381763556058	0.00122636572933271
-0.757861682866226	-0.00172352205315231	9.8574345875137E-5	3.79576894064929E-4	-5.62590345973827E-5	9.64709006892023E-4	5.28608648399428E-4	0.00111075411684734	0.00120177294207031	9.69246532855215E-4	0.00121801139290613	0.00103212085719729	0.00121149773579415
-0.755954615653779	-0.00142994838902417	1.19391288482309E-4	3.61340238819351E-4	-5.09888674219844E-5	8.86500338192628E-4	5.06383057500816E-4	0.00111275777301089	0.0011890456209081	9.51926843896654E-4	0.00121723501254307	0.00100273216401352	0.00119029256468177
-0.754044425391537	-0.00132108148857665	1.33840695703757E-4	3.30380335728022E-4	-2.51650482625306E-5	8.20276894047165E-4	5.01577524333548E-4	0.00111621863365702	0.00117701568720683	9.63473303202361E-4	0.00122254027835728	9.89670522598519E-4	0.00116616254238147
-0.752125372037719	-0.00140915358781509	1.48045197718063E-4	3.0175302807508E-4	1.08038427095668E-5	7.90618541761161E-4	5.1138882121672E-4	0.00112350465606992	0.00117073920005834	0.0010048043791262	0.00123483296743898	9.91052042363567E-4	0.00114422615847211
-0.750208943221031	-0.00163422673031334	1.74005149675243E-4	2.86485130660178E-4	4.46646668115053E-5	8.01994348117437E-4	5.25605190169886E-4	0.00114062680874025	0.00116969311886693	0.00105873159247445	0.0012604535194198	0.00100273216401352	0.00112911442733455
-0.748289380161305	-0.00189110368642546	2.16496203114586E-4	2.77578857168152E-4	6.67993689481807E-5	8.43434785558155E-4	5.33013720469423E-4	0.00116412423102186	0.0011700418125974	0.00110478621993244	0.00130341323284218	0.00102408292401882	0.00112521462575066
-0.746360914664238	-0.00206969433210342	2.68293654425374E-4	2.61674797360962E-4	7.36505862761988E-5	8.94829053560615E-4	5.30210492788517E-4	0.00117906057696832	0.00117143658751928	0.00113391478772638	0.00135698347789297	0.00106063040143966	0.00113667029290333
-0.744435090712741	-0.00210027492211676	3.17642053664728E-4	2.39833221892422E-4	7.0224977612189E-5	9.34034957609922E-4	5.17996429321712E-4	0.00117687477024445	0.00117387744363259	0.00114716697397498	0.0014007195716784	0.00111752389721848	0.00116445637918852
-0.742506121307061	-0.00199752413967191	3.54500287339779E-4	2.27534082308195E-4	6.86439274595692E-5	9.46832739760733E-4	5.00576371590368E-4	0.00116467068270283	0.00117509787168924	0.00115057842786075	0.00141288286403293	0.00119463781864938	0.00120333252622788
-0.740568209999647	-0.00182627283559716	3.74092703911235E-4	2.36652409930984E-4	7.77349658371333E-5	9.33425539412265E-4	4.89763921964016E-4	0.00115410595020412	0.00117195962811499	0.0011521529450388	0.00139075602368586	0.0012877020137313	0.00124306175486373
-0.738632957329242	-0.00164645896631867	3.77031566396954E-4	2.65491771714688E-4	9.71028302067237E-5	9.06001720517671E-4	4.9837383555537E-4	0.00114918788507541	0.00116167316306608	0.00115412109151137	0.0013536191629864	0.00139131599610995	0.00127779436272021
-0.736694547975669	-0.00148621667464873	3.71153841425517E-4	3.0175302807508E-4	1.20686828316633E-4	8.73905695441036E-4	5.23402654134889E-4	0.00114900573451509	0.00114005415177684	0.00114887270091786	0.00132644585027947	0.00149505557119451	0.00130826156259432
-0.734747157137256	-0.00134921563138893	3.67235358111224E-4	3.32500877035647E-4	1.44534334785313E-4	8.39168858174551E-4	5.44226631193048E-4	0.0011555631546867	0.00110588216619063	0.00112682946042515	0.00132152877464679	0.00157593727380282	0.00133214784729563
-0.732802442110522	-0.00123056294213714	3.69317052371941E-4	3.53282181850375E-4	1.69040612150918E-4	8.05041439105725E-4	5.40622481317597E-4	0.00116831369390928	0.00106281849047739	0.00108995951650579	0.00133420965391002	0.0016026885201624	0.00134153174485685
-0.730854559153889	-0.00111924959448855	3.7605194556838E-4	3.64733104911552E-4	1.94996185489757E-4	7.77414480811912E-4	5.05381904757635E-4	0.00117632831856348	0.00101801134611179	0.00105203989446773	0.00135219579898747	0.00155923344391632	0.001336413255278
-0.728897655010515	-0.00101527558844316	3.86827774682681E-4	3.68338025134515E-4	2.19502462855362E-4	7.61163328874376E-4	4.46313892909972E-4	0.00117141025343477	9.77562873377084E-4	0.00102907818562115	0.00136280633061588	0.00146252706036291	0.00132897925850872
-0.726943443936956	-9.52891184815934E-4	4.00052655868413E-4	3.61976401211639E-4	2.40056114839418E-4	7.54256589300923E-4	3.86845419965036E-4	0.00115975261757412	9.46877825095585E-4	0.0010275036684431	0.00135853623861908	0.0013508751448058	0.0013295886025062
-0.724986053669086	-9.78578880427147E-4	4.11563200604142E-4	3.39710717481573E-4	2.60346258464703E-4	7.51818916510292E-4	3.54808532183253E-4	0.0011515558423596	9.31186607224364E-4	0.00103996859610267	0.00133951491972423	0.00125718298619431	0.00133604764887951
-0.723019602393694	-0.00111068702928481	4.1731847297201E-4	2.99420432636693E-4	2.86433585982927E-4	7.48974964921223E-4	3.61616370836882E-4	0.00114718422891186	9.34847891394315E-4	0.00105112142611387	0.00131065944956402	0.00119426104053164	0.0013398255816639
-0.721055861529966	-0.00134187628978573	4.15359231314862E-4	2.44922521030722E-4	3.16605293062086E-4	7.44912176936839E-4	3.90850030937759E-4	0.00113789455033541	9.54723434031196E-4	0.00104928448940614	0.00127766328413418	0.00116173252970004	0.00133507269848354
-0.71908893018992	-0.00164034284831601	4.10093769361285E-4	1.81094227671201E-4	3.42297358042156E-4	7.41458807150112E-4	4.21885765976362E-4	0.00111439712805379	9.78608954568499E-4	0.00103445778597949	0.00124647867288481	0.00115620645063984	0.00131862041055152
-0.71711289790261	-0.00194492552484895	4.09114148532711E-4	1.14721284742529E-4	3.56526809415732E-4	7.41052528351674E-4	4.50318503882695E-4	0.00107705626318765	9.92208010056891E-4	0.00101543237007804	0.00122499881617362	0.00117328705864408	0.00129034684906835
-0.71513959345274	-0.00218957024495574	4.16338852143436E-4	5.57702363905454E-5	3.57712597030197E-4	7.4714671032825E-4	4.77149397399938E-4	0.00103862249495958	9.92731050652598E-4	9.9771905182497E-4	0.00121878777326918	0.00120292693723967	0.00125792974840229
-0.71316308722703	-0.0023180087230118	4.30788259364884E-4	1.1238868930414E-5	3.51915413137259E-4	7.63601001665006E-4	4.94969916228555E-4	0.0010178573310828	9.89069766482646E-4	9.82892348398324E-4	0.0012261633867182	0.00123432511371805	0.00123514028289646
-0.71117743999528	-0.00229599069820219	4.52095012386343E-4	-1.88728176378652E-5	3.4769927939694E-4	7.857431961799E-4	4.94369224582647E-4	0.00102550765461635	9.91859316326419E-4	9.75019762508068E-4	0.00123923245616296	0.00126258347254859	0.00123075300611458
-0.70919453811094	-0.00212229294692637	4.79279490379237E-4	-3.35045526604797E-5	3.48094541935094E-4	8.01588069318998E-4	4.74346169719032E-4	0.0010581126049141	9.99879272127266E-4	9.78431216393846E-4	0.00125152514524467	0.00128669727208399	0.00124330549246272
-0.70720842313377	-0.00183605862440143	5.08055852218564E-4	-3.22322278759046E-5	3.49148575370174E-4	8.05853996702602E-4	4.42109051388613E-4	0.0010983678787454	0.00100127404704915	9.92601870996304E-4	0.00126006532923827	0.00130402906550005	0.00126475440117409
-0.70521312697268	-0.00152658305346635	5.33770898968599E-4	-2.41741709069285E-5	3.47831033576324E-4	8.01588069318998E-4	4.0586732208547E-4	0.00112696551671605	9.88721072752175E-4	0.00101202091619227	0.00126330024741767	0.0013100575153839	0.00128583770348698
-0.70322059375336	-0.00131374214697344	5.5593482021506E-4	-2.84152535221791E-5	3.43219637297851E-4	7.91024820559599E-4	3.68223978941874E-4	0.00113753024921476	9.69891611306709E-4	0.0010306527027992	0.00126058291614697	0.00130126602596996	0.001302289991419
-0.70122483610688	-0.0012868312277617	5.73567995129369E-4	-5.34376409521576E-5	3.35841403252292E-4	7.75179947420501E-4	3.29779713603734E-4	0.00114481627162767	9.6117426804492E-4	0.00104469214763682	0.00125100755833596	0.00127778018996413	0.00131825480415303
-0.69921985697939	-0.0014238322710215	5.83241750811526E-4	-8.4821652305012E-5	3.28067906668578E-4	7.56491122692334E-4	2.96140981432861E-4	0.00116594573662509	9.69717264441474E-4	0.00105256473352708	0.00123276261980417	0.00124474930830887	0.00134116613845836
-0.69721765847271	-0.00160119969309892	5.82874393000811E-4	-1.00301603850677E-4	3.27013873233498E-4	7.31301837189152E-4	2.74315851631521E-4	0.00119763993412123	9.89069766482646E-4	0.00105440167023481	0.0012063656874603	0.00121335113183049	0.00137126773193398
-0.69521222418724	-0.00172229882955178	5.76874215425802E-4	-8.800246426645E-5	3.40979816248306E-4	6.95346163527352E-4	2.61300865970172E-4	0.0012191337002393	0.00100301751570151	0.00105269594329192	0.00117893358129902	0.00119463781864938	0.00140112558781061
-0.69319752800439	-0.00179569224558381	5.71731206075793E-4	-5.72546153058831E-5	3.72205556762544E-4	6.52483750292099E-4	2.4788541921155E-4	0.00121439778567091	9.9970492526203E-4	0.00104941569917098	0.00115706553440631	0.00119049325935423	0.00142513374131141
-0.69118563020626	-0.00187764822681959	5.71853658679366E-4	-2.71429287376039E-5	4.11336548039881E-4	6.13887264440449E-4	2.29864669834297E-4	0.001184525093778	9.80701116951329E-4	0.00104587303552036	0.00113946757951039	0.00119350748429616	0.00144451088043135
-0.6891704852605	-0.00196694354965857	5.77241573236516E-4	-7.84600283821366E-6	4.44011584527353E-4	5.89510536534144E-4	2.09841614970682E-4	0.00114226616378315	9.56989943279261E-4	0.00104364246951812	0.0011249751460667	0.00119652170923808	0.00146205998755883
-0.68714603788167	-0.00200608670487565	5.86670423711528E-4	6.36162392287594E-6	4.60217348591705E-4	5.86666584945075E-4	1.93422709982518E-4	0.00110255734163282	9.37463094372852E-4	0.00104338004998845	0.00111721134243615	0.00120054067582731	0.00147424686750848
-0.68512440673658	-0.00197061322046017	6.02221904365123E-4	2.96875783067542E-5	4.5955857769478E-4	6.07996221863092E-4	1.83210952002075E-4	0.00107432400478281	9.27176629323941E-4	0.00104364246951812	0.00111863470643508	0.00121209520477136	0.00147156575391956
-0.68309951705791	-0.00189355013362653	6.29283929754447E-4	6.61608887979094E-5	4.52707360366761E-4	6.48827241106153E-4	1.78605649383443E-4	0.00105938765883636	9.30663566628656E-4	0.00104193674257524	0.00112704549370151	0.0012357066334831	0.00144841068201523
-0.68106528429105	-0.00181037092879022	6.69203478518788E-4	1.04118578204402E-4	4.52312097828606E-4	6.98596393914859E-4	1.76202882799809E-4	0.00105173733530281	9.47052171960821E-4	0.00103891891798397	0.00114270249768979	0.00126459295584321	0.00141075322297083
-0.6790338856923	-0.00173086139475552	7.13408868408134E-4	1.27444532588281E-4	4.64696990690794E-4	7.42271364746989E-4	1.77404266091626E-4	0.00104244765672635	9.68671183250059E-4	0.00103905012774881	0.00117013460385107	0.00128556693773077	0.00137260828872844
-0.67699921715696	-0.00168315567433469	7.48552765633182E-4	1.30413290418956E-4	4.91443089105943E-4	7.6502297745954E-4	1.87415793523434E-4	0.00102878636470216	9.85408482312695E-4	0.00104652908434455	0.00121102396963863	0.00129674468855707	0.00134579715283923
-0.67495516475883	-0.00168437889793523	7.64594056701063E-4	1.18750313227017E-4	5.29520046948199E-4	7.63397862265787E-4	2.10041845519318E-4	0.0010122106637128	9.92382356922126E-4	0.0010592564315338	0.00125941834560239	0.00130754566126563	0.00133373214168908
-0.67291396454876	-0.00168437889793523	7.61655194215345E-4	1.00089549719914E-4	5.68519284046152E-4	7.46537292130592E-4	2.42078733301102E-4	9.94906360482151E-4	9.88546725886939E-4	0.00107145893966369	0.00130367202629653	0.00132198882244569	0.00133092915930066
-0.67086948298214	-0.00162811061231067	7.51246722911759E-4	7.50671622899357E-5	5.96187661716995E-4	7.20332309631315E-4	2.70511471207435E-4	9.75780551648275E-4	9.76691139050905E-4	0.00107959394508362	0.00133136292591216	0.00133580402009617	0.00132897925850872
-0.66881557665855	-0.00152780627706688	7.46838429183182E-4	4.11385013679308E-5	6.10680621449342E-4	6.85798611764049E-4	2.79121384798789E-4	9.49915172082463E-4	9.65532939675815E-4	0.00108536717473647	0.00133369206700132	0.00134597702927517	0.00132434824412785
-0.66676454062879	-0.0014238322710215	7.53083511965334E-4	1.69643304610017E-6	6.23460776849683E-4	6.51671192695222E-4	2.65105246394259E-4	9.15488716181488E-4	9.66055980271522E-4	0.00109219008250803	0.00130975367247379	0.00135489411139503	0.00131874227935102
-0.66471021180564	-0.00132964405378039	7.67900276997496E-4	-3.32924985297173E-5	6.47176529138978E-4	6.31966670970959E-4	2.43480347141555E-4	8.81062260280513E-4	9.81921545007979E-4	0.00109848815122023	0.00126886430668623	0.00136607186222133	0.00131350192097267
-0.66264641721171	-0.00123790228374034	7.87860051379667E-4	-5.02568289907196E-5	6.8485822444308E-4	6.35013761959247E-4	2.30865822577478E-4	8.62482903127606E-4	0.00100755053419764	0.00109717605357186	0.00122629278344538	0.00137951028175408	0.0013091146441908
-0.66058551110345	-0.00113025860689335	8.0806473096898E-4	-3.98661765833557E-5	7.30313416330896E-4	6.54312004885072E-4	2.348704335502E-4	8.67036667135671E-4	0.00102934389235211	0.00108234935014521	0.00119536696565035	0.00139106481069812	0.00130777408739634
-0.65852130074814	-0.00100671302323943	8.19942633515424E-4	-1.20870854534642E-5	7.72606507913472E-4	6.77063617597623E-4	2.51689799635637E-4	8.89076884934708E-4	0.00103631776696155	0.00105951885106347	0.00117983935838925	0.00139696766787606	0.00131082080738375
-0.65644758348854	-8.94176451990305E-4	8.17983391858279E-4	9.54243588431384E-6	7.98957343790465E-4	6.97174418120325E-4	2.70711701756071E-4	9.18220974586327E-4	0.00103038997354353	0.00104429851834231	0.00117259314166741	0.00139621411164058	0.00131801106655404
-0.65437677299271	-8.25675930360405E-4	8.04023795051118E-4	1.10268147996516E-5	8.02909969172015E-4	7.17691497441465E-4	2.85728992903782E-4	9.48457967599883E-4	0.00101801134611179	0.00104980932846549	0.00116560571839991	0.00138880414199168	0.00132873552090973
-0.65230264677947	-7.85309551542785E-4	7.83819115461803E-4	-3.18081196143804E-6	7.88021746901512E-4	7.39021134359482E-4	3.05351586670124E-4	9.76691304449889E-4	9.98833190935851E-4	0.00107473918378463	0.00115667734422478	0.00137335623916432	0.00134104426965887
-0.65021897240866	-7.4005027832303E-4	7.65451224926065E-4	-2.24777378608282E-5	7.62329681921444E-4	7.58725656083745E-4	3.35786630062819E-4	9.98731522248926E-4	9.71635079959067E-4	0.00110622952734565	0.00114930173077576	0.00135301022080633	0.00135140311761606
-0.64813822316625	-6.87451663500071E-4	7.56389732261767E-4	-4.38952050678438E-5	7.3545182932691E-4	7.76601923215035E-4	3.66622134552785E-4	0.00101093560979054	9.41473072273275E-4	0.00112853518736804	0.00114671379623224	0.00133819028150853	0.00135786216398938
-0.64605414671943	-6.54424626285654E-4	7.62022552026059E-4	-6.93417007593474E-5	7.18850802724403E-4	7.95087608543983E-4	3.81839656249132E-4	0.00101184636259215	9.13054533239841E-4	0.00113089696313512	0.0011485253504127	0.00133630639091983	0.00136334625996672
-0.64396048074191	-6.86228439899537E-4	7.86390620136807E-4	-9.35158716662758E-5	7.22539919747183E-4	8.09104227090109E-4	3.7363020375505E-4	0.00100182808177441	8.87599890915416E-4	0.00111397090347107	0.00115201906204645	0.001346228214687	0.00137297389512693
-0.64186975834416	-8.4891717877055E-4	8.27534694936864E-4	-9.77569542815264E-5	7.50603559956181E-4	8.12354457477616E-4	3.49402307370077E-4	9.85616681905697E-4	8.67375654548064E-4	0.00108917225791676	0.00115719493113348	0.00136343441539715	0.00138759815106651
-0.63977569723845	-0.0011571695261051	8.7382177908693E-4	-6.59488346671469E-5	7.94477701691377E-4	8.05244578504944E-4	3.23372336047377E-4	9.71773239321178E-4	8.55868761442502E-4	0.00106922837366145	0.00116806425621625	0.00138465958269653	0.00140063811261263
-0.63767200510901	-0.0014849934510482	9.09577939329835E-4	-1.27232478457528E-6	8.35585005659487E-4	7.94275050947107E-4	3.0294882008649E-4	9.61754958503434E-4	8.56043108307738E-4	0.00105768191435574	0.00118837954238286	0.00140613593540774	0.00140380670139953
-0.63557127509771	-0.00161587837630533	9.28313187676289E-4	7.29466209823103E-5	8.58641987051857E-4	7.84727499183804E-4	2.89533373327869E-4	9.48093666479237E-4	8.69816510661365E-4	0.0010512526358787	0.00121529406163543	0.00142296535800015	0.00139686017982824
